Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj2_f06,7,7,0.6,0.0007901214412413538,1.7961141703445384e-05,4.7536273850973,[0.46834973 0.11939703 0.2280778 ],[ 0.47961414 -0.54993552  0.22743118],[-1.46458246e-04 -9.06631059e-04 -2.38498347e-03  9.99996722e-01],[ 0.69917309 -0.00305619 -0.00282844  0.71494031],[0.49832904 0.22940685 0.32810536],[0.49832925 0.22939208 0.32811558],"[-0.36030992  1.06188328 -0.32895888 -1.4847605   1.25707799 -1.08282577
  1.11301176]"
1,6_obj2_f06,5,7,0.6,0.5453961491584778,3.905500824666123e-05,4.3134046508686215,[0.49200055 0.16844477 0.2276983 ],[ 0.51714182 -0.41250378  0.21003398],[-0.0011949  -0.00147354  0.00874463  0.99995995],[0.6987735  0.01778642 0.0158692  0.71494573],[0.52176857 0.27889788 0.32797539],[0.5217979  0.27890456 0.32800031],"[-0.18777579  1.02320264 -0.19727658 -1.614848    1.33846669 -1.28625122
  1.12207093]"
2,6_obj2_f06,6,7,0.6,0.8138861060142517,8.656988846333668e-05,4.180669269760336,[0.46966001 0.15517075 0.22783095],[ 0.48338467 -0.27078879  0.20703697],[-9.58883669e-04 -8.85061047e-04  7.09030777e-03  9.99974012e-01],[0.70414191 0.00424413 0.00390052 0.71003586],[0.49882373 0.26614431 0.32911003],[0.49883521 0.26608956 0.32904395],"[ 0.02833766  0.95151043 -0.11539107 -1.79197538  1.55757236 -1.47210893
  1.17275725]"
3,6_obj2_f06,1,7,0.6,0.7979624271392822,0.0002923742844951928,4.238709783368009,[0.50237477 0.0993576  0.22857118],[ 0.53761554 -0.34090871  0.21921369],[-8.92489159e-04 -1.46165281e-03  8.76248349e-03  9.99960124e-01],[ 0.70262069 -0.00834323 -0.00982357  0.71144789],[0.53155571 0.21009773 0.32976678],[0.53170687 0.20987758 0.32964775],"[-0.07239532  1.01433796 -0.15581871 -1.5678575   1.52364358 -1.40152496
  1.01618947]"
4,6_obj2_f06,4,7,0.6,0.7789208292961121,6.965966937401846e-05,4.184047330974034,[0.46340626 0.17469551 0.22758833],[ 0.47086179 -0.27323192  0.19955924],[-8.60496541e-04 -1.30061968e-03 -2.18128227e-03  9.99996424e-01],[0.70730913 0.00362713 0.00196829 0.70689231],[0.49256814 0.28564864 0.32889107],[0.49256453 0.28571674 0.32887685],"[ 0.01198938  0.9516667  -0.10290962 -1.8221108   1.54896366 -1.47336865
  1.20124717]"
5,6_obj2_f06,3,7,0.6,0.9166593551635742,0.4462692568385387,4.181154530324288,[0.4558658  0.15774257 0.22842577],[ 0.44899198 -0.16744174  0.21966164],[-0.00233011 -0.00130361  0.00640628  0.99997592],[0.70157707 0.00745552 0.0237127  0.71215987],[0.4851062  0.26882926 0.32938573],[0.48115525 0.71505004 0.32412738],"[ 0.20931641  0.88596283 -0.05284845 -1.9149599   1.70233595 -1.59138067
  1.24988749]"
6,6_obj2_f06,2,7,0.6,0.8651130199432373,0.00012711171676213896,4.19279014070982,[0.50161773 0.09974749 0.22842714],[ 0.54450929 -0.28115684  0.23023795],[-9.18326376e-04 -1.08681654e-03  2.19104365e-02  9.99758899e-01],[ 0.70669556 -0.00283422 -0.01667557  0.70731556],[0.53086299 0.21065299 0.32972413],[0.53092045 0.21057808 0.32963902],"[ 0.01880103  0.98182452 -0.12953024 -1.58092569  1.6054455  -1.46676121
  0.96718753]"
7,6_obj2_f06,10,7,0.6,0.8787211775779724,0.003223158376893819,4.185118971706783,[0.4792144  0.09132278 0.22858495],[ 0.49265185 -0.27596274  0.21118723],[-4.77252877e-04  3.07567352e-05 -3.03104916e-03  9.99995291e-01],[0.70483381 0.00147473 0.00568894 0.70934814],[0.50844646 0.20224048 0.32974738],[0.50692046 0.20457469 0.33136341],"[ 0.02632059  0.95389936 -0.13632907 -1.7630061   1.55629522 -1.44935724
  1.15258019]"
8,6_obj2_f06,8,7,0.6,0.8615695238113403,0.0001059361435565787,4.188025103363782,[0.48183772 0.11885716 0.22823647],[ 0.50812298 -0.27970779  0.22644609],[-0.00109164 -0.00106052  0.01178923  0.99992937],[ 7.02032149e-01  6.64664758e-03 -1.84077857e-04  7.12114215e-01],[0.51102972 0.22963652 0.329409  ],[0.51111132 0.22969902 0.32943466],"[ 0.03177024  0.94284373 -0.15331113 -1.7233784   1.56042364 -1.44168362
  1.08504363]"
9,6_obj2_f06,9,7,0.6,0.36599960923194885,4.143598986190617e-05,4.586558838221588,[0.49163881 0.13846314 0.22805542],[ 0.52749121 -0.50613618  0.22235993],[-9.66872205e-04 -3.49827518e-04  1.22272391e-02  9.99924719e-01],[ 0.71607071  0.00245896 -0.00838334  0.69797307],[0.52163923 0.24871117 0.32803553],[0.52167296 0.24868816 0.3280285 ],"[-0.30618137  1.06631589 -0.25836179 -1.41845891  1.36773428 -1.11977566
  0.97490597]"
