Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj3_f09,4,7,0.9,0.9316766858100891,0.6040963534732037,4.175975383045352,[0.48304674 0.14741403 0.19815812],[ 0.49034587 -0.18925929  0.19091783],[-0.00142396  0.00623987  0.75441593  0.65636545],[0.71354991 0.00590647 0.00643536 0.7005499 ],[0.51278692 0.19848761 0.25870204],[0.47268033 0.8012265  0.25325233],"[ 0.106203    0.97760236 -0.01374501 -1.76207235  1.65650405 -1.57486719
  1.17042237]"
1,6_obj3_f09,7,7,0.9,0.9083012938499451,0.5705303083333455,4.17033448127705,[0.50695145 0.12580758 0.19862455],[ 0.52533293 -0.21403179  0.19035617],[-0.00223026  0.0074197   0.75931662  0.65067524],[ 0.71485472  0.00173257 -0.00106036  0.69927001],[0.53643209 0.17754875 0.25926137],[0.52057773 0.74783623 0.25419569],"[ 0.0690727   1.0163591  -0.02516178 -1.64413499  1.63788699 -1.55737172
  1.08531244]"
2,6_obj3_f09,6,7,0.9,0.9159207940101624,0.6396093361131459,4.166654600900251,[0.48991099 0.10948597 0.19886574],[ 0.50461048 -0.22690189  0.1824628 ],[-0.00225699  0.00641742  0.76556337  0.64332449],[7.12415457e-01 2.36567529e-03 6.87312568e-04 7.01753616e-01],[0.51921582 0.16073938 0.259846  ],[0.48128    0.79919642 0.25405136],"[ 0.05473687  1.01375505 -0.03569843 -1.70656052  1.61675094 -1.54205085
  1.14604633]"
3,6_obj3_f09,9,7,0.9,0.7251399755477905,0.0007455196357514007,4.241277741465888,[0.49681905 0.12311935 0.19868079],[ 0.53087831 -0.38538474  0.17660454],[-0.00106595  0.00793779  0.7529642   0.65801275],[ 0.71056074 -0.0068689   0.00491381  0.70358521],[0.52658457 0.17375572 0.2592881 ],[0.52638233 0.17424263 0.25981519],"[-0.18829476  1.08966841 -0.1123898  -1.53896005  1.41808768 -1.36230701
  1.09772222]"
4,6_obj3_f09,1,7,0.9,0.9163890480995178,0.6208911752159562,4.169460011927678,[0.49922076 0.12379654 0.19862223],[ 0.51209527 -0.21161228  0.18430485],[-0.00200481  0.00760971  0.743918    0.66822463],[ 0.71373612 -0.00073154  0.00449747  0.70039988],[0.52858776 0.17568791 0.25996727],[0.52481526 0.79654306 0.25444466],"[ 0.07245291  1.01546874 -0.02093488 -1.68451236  1.63507271 -1.56140057
  1.13608954]"
5,6_obj3_f09,5,7,0.9,0.9029024839401245,0.6179142118332104,4.1702220104451815,[0.48856309 0.12229139 0.19865924],[ 0.50060725 -0.21957617  0.17967837],[-0.00099879  0.00657867  0.74654388  0.66530287],[7.14121401e-01 2.77626474e-04 8.91922798e-04 7.00021207e-01],[0.51810163 0.17322354 0.25984383],[0.50974476 0.79105723 0.25439692],"[ 0.05939634  1.01342986 -0.02289017 -1.71510605  1.62647993 -1.55224151
  1.15854636]"
6,6_obj3_f09,10,7,0.9,0.90489661693573,0.4865450230536223,4.184764828573267,[0.51780349 0.13114774 0.1984987 ],[ 0.55288547 -0.20761767  0.19891956],[-0.00077     0.00728222  0.74601227  0.66589195],[ 0.71606898 -0.00270517 -0.01199502  0.69792122],[0.54761809 0.18169653 0.25887647],[0.55191183 0.66820961 0.25532007],"[ 0.07423772  1.0368115  -0.02221564 -1.54149304  1.6623629  -1.57768372
  0.99410835]"
7,6_obj3_f09,3,7,0.9,0.9123486876487732,0.5794086218032904,4.1739580415265785,[0.5133208  0.13455716 0.19828928],[ 0.52912283 -0.20835465  0.187914  ],[-6.93722453e-04  7.21574808e-03  7.52944231e-01  6.58044398e-01],[ 0.71578306 -0.00287669  0.00181426  0.69831443],[0.54307526 0.1852203  0.25885472],[0.53319222 0.76453084 0.25485736],"[ 0.07281393  1.02549468 -0.01676557 -1.6274599   1.64493736 -1.56705066
  1.08894726]"
8,6_obj3_f09,8,7,0.9,0.0009656777256168425,4.248892551415269e-05,4.700971802798215,[0.50738138 0.11578844 0.19880775],[ 0.51079398 -0.54532063  0.2028881 ],[-4.70077881e-04  7.95109104e-03  7.61054039e-01  6.48639560e-01],[0.70902067 0.00592667 0.00376324 0.70515275],[0.53738403 0.16577077 0.25878865],[0.53739774 0.16573116 0.25878167],"[-0.35954388  1.12165592 -0.29783747 -1.3981813   1.28497218 -1.07134584
  1.06967788]"
9,6_obj3_f09,2,7,0.9,0.2430354803800583,0.00014880014255805486,4.6670349729639815,[0.49848351 0.10341093 0.19900474],[ 0.50709891 -0.54540098  0.19531244],[-0.00188851  0.00699586  0.75356883  0.65732908],[0.71220565 0.00586769 0.01231755 0.70183831],[0.52832824 0.15396138 0.25894675],[0.52837574 0.15382664 0.25898835],"[-0.36970687  1.1219448  -0.28069601 -1.41620803  1.25750692 -1.071833
  1.10510073]"
