Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj3_f07,4,7,0.7,0.8253318071365356,0.5075473740684653,4.160318359322693,[0.47751191 0.10645658 0.19896415],[ 0.49906173 -0.2319617   0.18963899],[-0.00230997  0.00727478  0.75648856  0.65396237],[0.70159471 0.00589246 0.0049131  0.7125349 ],[0.50709766 0.15756233 0.25997773],[0.49656656 0.66498053 0.25548297],"[ 0.07969138  1.00889593 -0.09195514 -1.73115568  1.60863551 -1.51969164
  1.16444254]"
1,6_obj3_f07,11,7,0.7,0.03518802300095558,0.00014729214972341808,4.70348935290988,[0.4932448  0.10675111 0.19886416],[ 0.49431524 -0.54813254  0.20589539],[-0.00089424  0.0075446   0.76076722  0.64898038],[0.70728129 0.00732733 0.00792093 0.70684987],[0.5232408  0.15696122 0.25884518],[0.52322274 0.15710692 0.25885698],"[-0.36635044  1.09950164 -0.30841373 -1.45183012  1.24330159 -1.06753834
  1.12130143]"
2,6_obj3_f07,7,7,0.7,0.830206036567688,0.3614954310516493,4.183076622345625,[0.46544832 0.16828272 0.19846663],[ 0.44714355 -0.16302629  0.21344532],[-0.00841657  0.01525213  0.73636752  0.67635745],[0.70084518 0.00694035 0.01363416 0.71314931],[0.49650958 0.22081031 0.25776899],[0.45789161 0.58022559 0.25489545],"[ 0.21529301  0.90548381 -0.05191578 -1.90085243  1.72406047 -1.59931225
  1.24102587]"
3,6_obj3_f07,6,7,0.7,0.8365771770477295,0.47566348810992237,4.157033595668832,[0.49210063 0.1553077  0.1980077 ],[ 0.49445283 -0.18302195  0.19665623],[-4.17254254e-04  4.94899414e-03  7.55174756e-01  6.55504704e-01],[0.7011528  0.00280189 0.0188845  0.71275538],[0.5219236  0.20604834 0.25857693],[0.47747216 0.67960864 0.25405344],"[ 0.15294478  0.98621848 -0.05775228 -1.75482944  1.66523787 -1.5774399
  1.18939352]"
4,6_obj3_f07,9,7,0.7,0.8265624046325684,0.49708878277824387,4.162419863842963,[0.47006902 0.12964472 0.19845426],[ 0.48184031 -0.20668995  0.19086333],[-0.00246957  0.00621672  0.75506628  0.65561438],[0.70288414 0.00501576 0.00977599 0.71121949],[0.49948445 0.18147799 0.25979266],[0.47221157 0.67779595 0.25510889],"[ 0.11821401  0.98585404 -0.07172451 -1.78795114  1.64113587 -1.54723576
  1.20604206]"
5,6_obj3_f07,1,7,0.7,0.8353489637374878,0.4343562964342778,4.1636047016336795,[0.48657015 0.15166897 0.19816485],[ 0.48961633 -0.18537067  0.20318398],[1.69137871e-04 6.71085622e-03 7.33573675e-01 6.79576755e-01],[0.70457798 0.00372431 0.01122909 0.70952797],[0.51639378 0.20281419 0.25866306],[0.50662005 0.637043   0.25476319],"[ 0.15065333  0.96270477 -0.05989752 -1.77133447  1.67414617 -1.57058193
  1.17081857]"
6,6_obj3_f07,5,7,0.7,0.6274095773696899,0.0007105933442027556,4.278993846204071,[0.50235808 0.12044822 0.19876984],[ 0.53412056 -0.39596289  0.18118635],[-0.0011074   0.00856918  0.7674104   0.64109802],[ 0.69989836 -0.00397611  0.00523751  0.71421218],[0.5320704  0.17102425 0.2591238 ],[0.53178614 0.17117788 0.25975668],"[-0.17953058  1.10795765 -0.1604931  -1.51383974  1.40959738 -1.34186731
  1.09734035]"
7,6_obj3_f07,10,7,0.7,0.825379490852356,0.4964022083551014,4.160571129425401,[0.48598    0.1004034  0.19888681],[ 0.51254141 -0.23847178  0.19131291],[-0.00166023  0.00721339  0.75302482  0.65795046],[0.70067149 0.00482739 0.00195565 0.71346503],[0.5155282  0.15126729 0.25993672],[0.5157764  0.64764917 0.25545105],"[ 0.06907923  1.0219821  -0.09708433 -1.68521961  1.60518175 -1.51583745
  1.1290098 ]"
8,6_obj3_f07,3,7,0.7,0.8203902244567871,0.48302777403474845,4.163535731167654,[0.47569099 0.10030156 0.19884551],[ 0.4957515  -0.24010487  0.19663517],[-0.00316505  0.00750526  0.76346606  0.64579654],[0.70135021 0.00676547 0.00633552 0.71275663],[0.50519693 0.15234965 0.26009718],[0.48419628 0.63490075 0.25571072],"[ 0.08187293  0.98908121 -0.10416682 -1.75125509  1.60281194 -1.50826366
  1.165524  ]"
9,6_obj3_f07,8,7,0.7,0.0016411179676651955,0.0001227501222281394,4.639084969760065,[0.46342871 0.13087389 0.19855246],[ 0.4605369  -0.52056468  0.20848358],[-2.28307646e-04  7.72321131e-03  7.52769291e-01  6.58239067e-01],[0.71024466 0.01088698 0.00982063 0.70380223],[0.49346322 0.18084031 0.25856671],[0.49347016 0.18096268 0.25855997],"[-0.32329784  1.03534481 -0.33165785 -1.61293915  1.209422   -1.08458829
  1.21627976]"
10,6_obj3_f07,2,7,0.7,0.8232095837593079,0.49653448966564173,4.172651848766012,[0.46124056 0.09129132 0.19892389],[ 0.47230357 -0.24494895  0.19100876],[-0.00218196  0.00854215  0.74519736  0.66678572],[0.70160192 0.00775304 0.00822436 0.71247947],[0.49070135 0.14341435 0.2599763 ],[0.48006052 0.63981521 0.25556546],"[ 0.07829318  0.97955405 -0.10907772 -1.82057568  1.59011403 -1.49885287
  1.22751809]"
