Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj2_f09,11,7,0.9,0.2734350860118866,0.003767317193524061,4.603803391834617,[0.46556038 0.14959295 0.22051354],[ 0.46213508 -0.48013461  0.23420528],[ 3.05322290e-04 -2.69970438e-03 -1.91467181e-02  9.99813020e-01],[0.71011776 0.03244976 0.02469883 0.70290095],[0.47553247 0.25991979 0.33064282],[0.47758371 0.25774631 0.32834911],"[-0.23893926  0.9457453  -0.35184774 -1.73030169  1.19302048 -1.09064063
  1.23301813]"
1,6_obj2_f09,7,7,0.9,0.7272182703018188,0.0039688965277232075,4.2740753421865705,[0.42609462 0.13613334 0.22073214],[ 0.43976074 -0.41903064  0.18529469],[-0.00102242 -0.00318295 -0.0144798   0.99988955],[0.69896984 0.00667799 0.03537466 0.71424448],[0.43602645 0.24667379 0.33080408],[0.43820706 0.24442002 0.32837147],"[-0.24814248  1.00349967 -0.18387342 -1.82504214  1.21864688 -1.33131478
  1.37077512]"
2,6_obj2_f09,5,7,0.9,0.000654535018838942,1.2034613588787368e-05,4.732595973325506,[0.43038893 0.12634525 0.22077568],[ 0.43154687 -0.52485645  0.22762479],[ 1.27024949e-04 -1.65715092e-03 -3.49146081e-03  9.99992549e-01],[7.03807175e-01 2.81381828e-04 7.32882123e-04 7.10390627e-01],[0.44041222 0.23632507 0.33075473],[0.44041666 0.23632887 0.33074421],"[-0.31063087  0.99340865 -0.38135098 -1.67907608  1.20549903 -1.08012812
  1.24890772]"
3,6_obj2_f09,6,7,0.9,0.7689986824989319,0.003933667014002562,4.279879112892507,[0.43188441 0.10846508 0.22109969],[ 0.4483093  -0.42265666  0.18799452],[-6.52155024e-04 -2.72153714e-03 -2.26667989e-02  9.99739170e-01],[0.70656705 0.00342772 0.03304008 0.70686603],[0.44174877 0.21906815 0.33107463],[0.44383317 0.21667936 0.32874596],"[-0.25499189  0.99359004 -0.17509108 -1.80107393  1.23403894 -1.30436963
  1.33295752]"
4,6_obj2_f09,1,7,0.9,0.5255929231643677,0.004337668959039563,4.395544672288291,[0.5160253  0.15054123 0.22098754],[ 0.54702425 -0.45396882  0.21633312],[-1.23059633e-03 -2.93287286e-03  7.84516975e-04  9.99994636e-01],[0.72296977 0.00761646 0.00352674 0.69082868],[0.52582365 0.26114148 0.33122805],[0.52803397 0.25850046 0.32859084],"[-0.26415796  1.04394661 -0.17873327 -1.45411983  1.38172159 -1.19451258
  0.97158119]"
5,6_obj2_f09,12,7,0.9,0.6863849759101868,0.00405807031688516,4.3060801520673255,[0.41970512 0.14324833 0.22051458],[ 0.4334918  -0.42594013  0.18664049],[ 5.02206734e-04 -2.09459453e-03 -3.65910232e-02  9.99328017e-01],[0.70303023 0.0149035  0.03660835 0.71006072],[0.42960402 0.25369388 0.3304483 ],[0.43194422 0.25141168 0.32804352],"[-0.2493164   0.99526681 -0.21746023 -1.84055128  1.18903597 -1.28990293
  1.38430369]"
6,6_obj2_f09,4,7,0.9,0.5430141091346741,0.00013185987948388962,4.540394123165096,[0.42556304 0.1232805  0.22115143],[ 0.43098971 -0.48483267  0.21475703],[-8.29213008e-04 -3.02467193e-03 -5.83074242e-03  9.99978065e-01],[0.70657563 0.01965027 0.02633032 0.70687443],[0.43572968 0.23348543 0.33078331],[0.43563721 0.23356709 0.33082986],"[-0.27983243  0.96632137 -0.32169584 -1.78860045  1.14516987 -1.15098857
  1.33392081]"
7,6_obj2_f09,3,7,0.9,0.748771071434021,0.004114202141823235,4.343670053612968,[0.44757345 0.10176985 0.221025  ],[ 0.46859515 -0.44115189  0.20507698],[ 1.00370974e-03 -9.39902326e-04 -6.58155931e-03  9.99977410e-01],[0.71568292 0.00461698 0.02353688 0.69801337],[0.45737356 0.21234159 0.33114696],[0.45949635 0.20987523 0.32862952],"[-0.26493232  0.97285685 -0.20137632 -1.72597095  1.25910811 -1.22753133
  1.23213855]"
8,6_obj2_f09,2,7,0.9,0.5551452040672302,0.0037107351025231433,4.4551573617958375,[0.47135472 0.13179646 0.22081839],[ 0.48099312 -0.46239284  0.22306848],[ 4.20868630e-04 -3.40111344e-03 -9.73358378e-03  9.99946773e-01],[0.7097373  0.01670555 0.01976177 0.70399106],[0.4812108  0.24225308 0.33092749],[0.48321521 0.24002124 0.32874328],"[-0.25313541  0.97188642 -0.26424713 -1.67741207  1.25289022 -1.16900379
  1.18189876]"
9,6_obj2_f09,10,7,0.9,0.0009135602158494294,0.00015495248588200938,4.810340220314588,[0.40619811 0.14689361 0.22066055],[ 0.39508384 -0.50235897  0.23826718],[-1.81421623e-04 -1.66043511e-03 -1.69674512e-02  9.99854624e-01],[0.71257389 0.01957802 0.02030101 0.70102996],[0.41619807 0.25688374 0.33063892],[0.41617751 0.25702828 0.330587  ],"[-0.24578057  0.91600213 -0.45987078 -1.85807653  1.10491677 -1.03609568
  1.38738022]"
10,6_obj2_f09,8,7,0.9,0.7004494071006775,0.004122094757601594,4.305575130895292,[0.42807335 0.13182859 0.22072555],[ 0.44681749 -0.42648995  0.19142696],[ 1.06372710e-04 -1.40885217e-03 -8.74183886e-03  9.99960780e-01],[0.70424771 0.01401066 0.03536231 0.70893466],[0.43785065 0.24244724 0.33086097],[0.44021067 0.24004251 0.32848626],"[-0.24897575  0.99125401 -0.20807089 -1.80719235  1.20543854 -1.28224933
  1.34323225]"
11,6_obj2_f09,9,7,0.9,0.6670306324958801,0.003759281161239191,4.319652207720149,[0.43626413 0.13948652 0.22056185],[ 0.45508853 -0.43167931  0.19137807],[-8.65819748e-04 -1.94004050e-03  3.59566626e-03  9.99991298e-01],[0.70619583 0.01594026 0.0332193  0.70705718],[0.44609681 0.25003681 0.33071035],[0.44816756 0.24780767 0.32850239],"[-0.24998692  0.99807417 -0.21338823 -1.77840001  1.21199506 -1.26403031
  1.31776931]"
