Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj2_f10,11,7,1,0.2565198242664337,0.00022448527676344193,4.634640946678903,[0.43033323 0.17661767 0.21820654],[ 0.42263508 -0.4596985   0.23308976],[-0.00219136  0.01223803  0.99987358  0.0099119 ],[0.71695995 0.02930298 0.02603583 0.69601142],[0.44027418 0.28715929 0.32778573],[0.44015604 0.28717101 0.32797626],"[-0.18622239  0.90026828 -0.40070916 -1.8696376   1.17530348 -1.08204626
  1.33025729]"
1,6_obj2_f10,7,7,1,0.40887781977653503,0.003536353080437316,4.614720940811128,[0.42353627 0.15243854 0.22047402],[ 0.42203075 -0.46890715  0.2258682 ],[ 1.68446248e-04 -1.68417743e-03 -7.00241048e-03  9.99974072e-01],[0.71983248 0.0334521  0.02858064 0.69275194],[0.43355197 0.26285148 0.33021945],[0.43562067 0.26080856 0.3282063 ],"[-0.21845348  0.90991486 -0.37840004 -1.86317612  1.14145054 -1.08588295
  1.34315957]"
2,6_obj2_f10,13,7,1,0.44749879837036133,0.003932670592705371,4.578251321258215,[0.43710074 0.14300476 0.22050513],[ 0.44263765 -0.47350168  0.22543074],[ 7.26690632e-05 -2.40325835e-03 -2.55796295e-02  9.99669909e-01],[0.71991831 0.02301331 0.01849416 0.6934306 ],[0.44689846 0.25363618 0.33052936],[0.44911048 0.25124165 0.32832956],"[-0.23615143  0.93046049 -0.34139695 -1.78331486  1.20627091 -1.09913534
  1.26095456]"
3,6_obj2_f10,5,7,1,0.6599249243736267,0.004279278539980345,4.285726036376474,[0.42511001 0.16607101 0.22024317],[ 0.43854892 -0.42078331  0.17928848],[-3.41940002e-04 -2.55446834e-03 -8.85274261e-03  9.99957502e-01],[0.70196778 0.0200366  0.03463959 0.71108359],[0.43488595 0.27658647 0.33036429],[0.43730867 0.27408049 0.32788181],"[-0.24601846  1.01428589 -0.20519372 -1.8275587   1.19333361 -1.30476469
  1.37696371]"
4,6_obj2_f10,6,7,1,0.5415149331092834,0.003978394590261045,4.3728690129255625,[0.46126533 0.16418459 0.22026886],[ 0.47919321 -0.44880524  0.1910273 ],[ 9.97361960e-04 -3.60769313e-03 -1.82503369e-02  9.99826431e-01],[0.71251363 0.01844356 0.01892016 0.70116061],[0.47110286 0.27462262 0.33041576],[0.47335926 0.27230033 0.3281042 ],"[-0.2556355   1.0247679  -0.22847949 -1.67824371  1.25317832 -1.20954265
  1.22054663]"
5,6_obj2_f10,1,7,1,0.0007943344535306096,7.320368295489852e-05,4.732255574615275,[0.42613018 0.14817049 0.22055478],[ 0.41949847 -0.50283408  0.23166822],[ 1.27671126e-04 -2.06569256e-03 -6.54063514e-03  9.99976456e-01],[0.70950174 0.01526457 0.01208721 0.70443463],[0.43615448 0.25814706 0.33053836],[0.43613774 0.25821805 0.33053213],"[-0.26035633  0.94941594 -0.41319253 -1.77874887  1.16754585 -1.06349462
  1.30920383]"
6,6_obj2_f10,12,7,1,0.0791219174861908,3.192574394347312e-05,4.6946718035868855,[0.43156815 0.17244704 0.21823953],[ 0.42120162 -0.47483224  0.22927165],[-8.85664427e-04  1.03786346e-02  9.99666393e-01  2.36354303e-02],[0.71634984 0.02268443 0.02002677 0.69708478],[0.44159874 0.28274113 0.32815093],[0.44159371 0.28276336 0.32812858],"[-0.19929946  0.92734532 -0.42204276 -1.83574063  1.18495232 -1.06172988
  1.32923252]"
7,6_obj2_f10,14,7,1,0.0008036476210691035,5.2352275303758146e-05,4.633060633299229,[0.42908943 0.13274407 0.22061606],[ 0.43145627 -0.53445774  0.20245981],[-2.78544485e-05 -1.93270168e-03  1.87324695e-02  9.99822676e-01],[0.68617415 0.00820948 0.00642125 0.72736263],[0.43902731 0.24274912 0.33071139],[0.43905467 0.24275826 0.3306677 ],"[-0.35964911  1.06956091 -0.34330029 -1.64213554  1.13856023 -1.15337529
  1.30614779]"
8,6_obj2_f10,4,7,1,0.4026850163936615,0.0042494983840337475,4.5229698439983705,[0.44050342 0.15427564 0.22035243],[ 0.44721928 -0.46900171  0.2180835 ],[-7.94565130e-04 -2.86846049e-03 -7.96513539e-03  9.99963820e-01],[0.70873731 0.01447617 0.01051932 0.70524549],[0.45030409 0.26499787 0.33047459],[0.45261988 0.26234937 0.32809114],"[-0.24092037  0.96656615 -0.31456379 -1.75234727  1.23573005 -1.15609475
  1.24985926]"
9,6_obj2_f10,3,7,1,0.05362411215901375,0.00013866361199721866,4.7307153821345675,[0.42735848 0.15381466 0.22039695],[ 0.42011726 -0.49544442  0.23635548],[ 5.53165970e-04 -2.33318401e-03 -2.21978836e-02  9.99750733e-01],[0.71150994 0.01256286 0.02202993 0.70221823],[0.43730372 0.26407057 0.33028927],[0.43730506 0.26417816 0.33037674],"[-0.24358566  0.92995015 -0.41658556 -1.80095492  1.16470895 -1.05897027
  1.32839668]"
