Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd,JointPos
0,6_obj1_f08,11,7,0.8,0.9045559167861938,0.6342348569741392,4.162520553994903,[0.51015693 0.13928083 0.22987047],[ 0.5382396  -0.21194804  0.22685298],[-0.00233707 -0.0081595  -0.70320278  0.71093869],[7.06624389e-01 1.50842156e-04 1.11373211e-03 7.07587957e-01],[0.53967309 0.24153662 0.29085091],[0.50565982 0.8748315  0.28497335],"[ 0.10850038  0.96574888 -0.07529748 -1.62712386  1.65443692 -1.55210932
  1.01961696]"
1,6_obj1_f08,3,7,0.8,0.0013869908871129155,0.00036471460784300225,4.824667632575102,[0.48732635 0.08324174 0.23053318],[ 0.49132714 -0.57641822  0.22635339],[-3.58146150e-04 -6.17295364e-03 -7.03756690e-01  7.10414171e-01],[ 0.69488513 -0.00186649  0.00705639  0.71908373],[0.5173189  0.18323988 0.29066172],[0.51734841 0.1835677  0.29050463],"[-0.40644918  1.09987843 -0.31781547 -1.40142831  1.22497416 -1.06128239
  1.10446946]"
2,6_obj1_f08,6,7,0.8,0.8779197931289673,0.6080572456673201,4.178512357174149,[0.47693607 0.11291333 0.23008764],[ 0.47164726 -0.23933537  0.21688318],[ 0.0013704  -0.00833156 -0.71022934  0.70391971],[0.70667464 0.00440856 0.0087847  0.70747042],[0.50614613 0.21486133 0.29156801],[0.51972699 0.82273692 0.28553089],"[ 0.08468563  0.91035462 -0.11297025 -1.84453885  1.60063609 -1.4883427
  1.18686335]"
3,6_obj1_f08,1,7,0.8,0.8902033567428589,0.6661407466301982,4.15887377452598,[0.51911342 0.12835154 0.23028564],[ 0.529728   -0.22542958  0.21886809],[ 0.00190973 -0.00640217 -0.69298238  0.72092354],[0.70689839 0.00864529 0.00280604 0.70725673],[0.54854649 0.22974458 0.29136881],[0.52435279 0.89541459 0.28491899],"[ 0.08571891  0.96729557 -0.07634688 -1.66211948  1.62211901 -1.52951606
  1.0458506 ]"
4,6_obj1_f08,5,7,0.8,0.0008500234689563513,9.350680495359447e-05,4.822520481147801,[0.4849169  0.10203574 0.23010662],[ 0.4986096  -0.56318086  0.23695724],[ 4.56497728e-05 -6.15940522e-03 -7.04814434e-01  7.09364951e-01],[ 0.70955038 -0.00521106 -0.02048922  0.70433748],[0.51487863 0.20200332 0.29010102],[0.51492471 0.20202842 0.29002362],"[-0.37879391  1.06979173 -0.31339126 -1.38914538  1.33254562 -1.05320724
  0.97655818]"
5,6_obj1_f08,13,7,0.8,0.8912209868431091,0.6226977983310872,4.166944622908102,[0.49485943 0.13753033 0.22972405],[ 0.48879033 -0.21579479  0.22149141],[ 5.96011640e-04 -8.39277543e-03 -7.02283561e-01  7.11847603e-01],[0.70746624 0.00385392 0.00803701 0.70669097],[0.5240407  0.23926663 0.29120788],[0.51868349 0.86191344 0.28530872],"[ 0.11159752  0.91504321 -0.08836113 -1.79345645  1.63743619 -1.52381888
  1.13932175]"
6,6_obj1_f08,7,7,0.8,0.3388080298900604,3.920930457156343e-05,4.650791382521904,[0.48660085 0.11088183 0.22988069],[ 0.50042725 -0.52448815  0.2235768 ],[ 0.00129677 -0.00605882 -0.69817001  0.71590519],[0.71175718 0.01832275 0.0127113  0.70207149],[0.51654035 0.21117575 0.28984788],[0.516527   0.21120697 0.28986749],"[-0.325057    1.03788097 -0.29977574 -1.51351335  1.24769836 -1.07350402
  1.10165131]"
7,6_obj1_f08,2,7,0.8,0.8811004161834717,0.6315163712864033,4.175695534811056,[0.48293021 0.08109824 0.23059168],[ 0.50316477 -0.26615     0.21624425],[ 5.32163016e-04 -7.82333314e-03 -7.04216063e-01  7.09942460e-01],[0.7031374  0.00154428 0.00745085 0.71101332],[0.51213056 0.18321182 0.2918728 ],[0.47535431 0.8136217  0.28525341],"[ 0.03953752  0.95398673 -0.12816877 -1.7377687   1.56792002 -1.46626183
  1.12819493]"
8,6_obj1_f08,12,7,0.8,0.888666033744812,0.6149742738928463,4.17357982851278,[0.52164268 0.10013471 0.23044708],[ 0.55336177 -0.25088525  0.22269173],[-0.00133672 -0.00793324 -0.70807809  0.70608836],[ 0.70657074 -0.00523223 -0.00234799  0.70761919],[0.55074829 0.20224187 0.29199055],[0.52929884 0.81680793 0.28552222],"[ 0.04278362  1.00081359 -0.09783837 -1.56217512  1.61459656 -1.50340849
  0.99255376]"
9,6_obj1_f08,8,7,0.8,0.0015291227027773857,0.0001430496612176081,4.859802991794897,[0.5025273  0.09213043 0.23050436],[ 0.506374   -0.56452465  0.24263163],[-6.18983642e-04 -5.92026161e-03 -7.06264496e-01  7.07923055e-01],[ 0.71233541  0.00371069 -0.00509098  0.70181096],[0.5325439  0.19210058 0.29047883],[0.53251487 0.19224043 0.29047087],"[-0.36938743  1.05920397 -0.33020926 -1.39183326  1.31405051 -1.01400462
  0.99246819]"
10,6_obj1_f08,9,7,0.8,0.12813960015773773,8.309590420113424e-05,4.773393277147507,[0.500561   0.10672159 0.23042551],[ 0.51279861 -0.55032092  0.23724961],[ 0.00110167 -0.00630554 -0.70887434  0.70530576],[ 0.71036738 -0.0013067  -0.00806835  0.70378363],[0.53050917 0.20695409 0.29036406],[0.53048283 0.20701613 0.29041266],"[-0.35749572  1.06697028 -0.30143669 -1.38857031  1.33171535 -1.05728332
  0.98299191]"
11,6_obj1_f08,4,7,0.8,0.0006632475415244699,3.5883283275191886e-05,4.835303921756527,[0.47994009 0.08934677 0.23055631],[ 0.48611319 -0.56936693  0.23434798],[-0.00109032 -0.00592534 -0.68174809  0.7315622 ],[ 0.70366585 -0.00290002 -0.00345228  0.71051675],[0.50993204 0.1893433  0.29057455],[0.5099479  0.18931499 0.29055923],"[-0.38894862  1.06619311 -0.32900251 -1.43136592  1.26284336 -1.04374899
  1.06911031]"
12,6_obj1_f08,10,7,0.8,0.5713196992874146,0.005609690689521408,4.39590573173975,[0.51585853 0.12717891 0.23010948],[ 0.55281264 -0.44395328  0.23023221],[ 5.08470170e-04 -5.91208134e-03 -7.03079760e-01  7.11086273e-01],[0.69982749 0.01083138 0.00583517 0.71420592],[0.54554063 0.22781788 0.29055259],[0.54723805 0.22275478 0.28883433],"[-0.23035262  1.0488164  -0.20136794 -1.45404361  1.36759641 -1.24140973
  0.98462158]"
